,Zipcode,Sqrt_MSE
359,07013,11062.350434370112
360,07016,10600.557034916299
361,07017,8765.664048916204
362,07018,17232.030145313525
363,07020,40607.71837289078
364,07022,32252.360294300033
365,07024,26048.631674149186
366,07026,22450.498196485896
367,07030,21182.891765746055
368,07032,20804.25655189073
369,07035,16250.394000436201
370,07036,27578.891350548663
371,07039,112816.87761290885
372,07040,59182.35269227726
373,07042,236707.96532615888
374,07043,77760.02351811071
375,07044,56172.77066707622
376,07045,223250.8240829142
377,07047,23470.222006119064
378,07050,8126.96578841562
379,07052,17880.098420036662
380,07054,15322.769280513341
381,07055,36173.766035474684
382,07059,62066.45512592234
383,07060,15109.535421212653
384,07062,11465.635716597244
385,07063,27650.264316185825
386,07065,19023.71921183331
387,07066,87728.39769468199
388,07067,80998.18800312132
389,07069,83122.8644611992
390,07070,24906.010989649727
391,07075,27478.613371559517
392,07076,117995.37356757297
393,07078,229190.4835373829
394,07079,47936.73761802193
395,07080,23874.469077010737
396,07081,40925.09918152733
397,07083,6280.919275210182
398,07086,118068.59096203756
399,07087,11169.912537226923
400,07090,52997.29653769595
401,07093,56630.84344433164
402,07094,29526.23993007062
403,07095,17006.3046084276
404,07103,7652.5276946106615
405,07104,37563.339801703674
406,07105,30843.305774089826
407,07106,8350.492047629583
408,07109,7240.339151095682
409,07110,21129.90431901289
410,07111,11005.28456047953
411,07202,28834.683903348774
412,07203,12915.146952691794
413,07205,23345.03323210803
414,07208,16056.191612140763
415,07302,9141.967360190594
416,07304,30817.802757205467
417,07305,17468.967112857343
418,07306,22695.71665299358
419,07307,52825.7795553305
420,07401,61039.612094069555
421,07403,25603.768702511727
422,07405,138522.71926613772
423,07407,29746.738466752897
424,07410,47928.83899271025
425,07417,190607.37051439701
426,07419,31529.750890117717
427,07421,25991.49288732171
428,07422,9812.187749496386
429,07423,397667.98990890704
430,07424,23292.150946192432
431,07430,20025.492221063916
432,07436,87751.91181784627
433,07438,16207.193796220081
434,07442,43374.005977359644
435,07444,138064.1129506627
436,07446,54083.787381367474
437,07450,90952.99059023136
438,07452,19480.070176743673
439,07456,37686.26197056617
440,07458,144494.63079135807
441,07461,21209.910628218193
442,07462,32678.972303951025
443,07465,14556.934832734894
444,07470,29040.12278842785
445,07480,21407.43981444794
446,07481,83592.7408290252
447,07502,30424.986745559225
448,07506,31283.458531316202
449,07508,25163.618127473437
450,07512,16562.8765467233
451,07522,56823.929290556494
452,07601,40257.14097250107
453,07604,59531.94697072978
454,07605,29571.374781690734
455,07620,1438622.0621152706
456,07621,30240.720638070678
457,07624,125032.35038915787
458,07626,111366.2690950424
459,07627,493577.4329338832
460,07628,36121.989320154236
461,07631,50970.06191837887
462,07632,205856.26863741144
463,07642,59954.08944720359
464,07645,81897.47756766228
465,07650,44269.20969176677
466,07652,41594.515190440674
467,07656,50114.79695815977
468,07660,8889.292544572138
469,07663,37028.20478097467
470,07666,26860.285927417186
471,07670,172502.25911531615
472,07675,20340.084473588104
473,07676,80780.36425225179
474,07701,64745.683183407156
475,07712,52654.918353727226
476,07716,190046.57474532197
477,07719,106686.45908505803
478,07722,174202.8272486462
479,07724,40724.53565998699
480,07726,43857.62858453829
481,07727,26840.640643597675
482,07728,70050.20697040977
483,07730,20966.659070169568
484,07731,54464.16463796147
485,07733,164132.33371534676
486,07734,15500.447146803514
487,07735,57472.967886218044
488,07740,67858.42430795413
489,07746,90423.07499671358
490,07747,22044.463945573334
491,07748,17962.41698791766
492,07751,53590.256678662285
493,07753,29388.33059764843
494,07755,25995.00083333871
495,07760,163443.4808530044
496,07762,244149.6394932265
497,07801,23577.85114750691
498,07821,25800.265733503937
499,07823,21233.241580882677
500,07825,53263.66819465162
501,07826,2.2258085171190163e+111
502,07827,28143.138351660302
503,07828,13253.093159549202
504,07830,60423.822181892894
505,07834,32533.31586849043
506,07836,112424.90399912758
507,07840,29172.267379646863
508,07843,24768.214248716715
509,07849,59265.528346239305
510,07853,18613.272955457054
511,07860,8363.277872823624
512,07866,34008.070370008405
513,07869,48133.694084087394
514,07871,75610.24991241787
515,07882,31804.526310920108
516,07885,56763.02116761319
517,07901,131730.96300959887
518,07920,130210.82845425459
519,07921,160198.23198006352
520,07922,87140.59561067336
521,07924,107168.50064821333
522,07928,216218.3571614107
523,07930,85167.0546130481
524,07931,194008.28232363213
525,07932,97438.14817511762
526,07940,208341.55656515603
527,07945,25956.547316230713
528,07950,16097.784195465172
529,07960,55596.31919917202
530,07974,36141.84971107285
531,08002,21240.214917503654
532,08003,16207.720245164659
533,08004,26033.605536331423
534,08005,14540.785580053109
535,08006,169531.23745832997
536,08008,45433.97020460543
537,08009,17897.64383201743
538,08012,28074.284365710773
539,08015,10830.389038686428
540,08016,36715.46440262287
541,08021,15566.711281469627
542,08022,37725.40648364161
543,08028,15297.392804331324
544,08030,13817.028213801663
545,08033,87877.18682163768
546,08034,7171.30209653289
547,08037,13945.031779750534
548,08043,89209.30683624238
549,08046,22346.42630695601
550,08050,15099.701258895504
551,08052,12152.20619176016
552,08053,20266.43243402034
553,08054,41993.629681651415
554,08055,106559.19471863896
555,08057,340382.114705176
556,08060,30790.91702908357
557,08062,56642.41922015467
558,08069,13737.297100751084
559,08070,9449.405720607308
560,08075,22335.36696051821
561,08077,17931.114348369498
562,08079,41043.441030398084
563,08080,22418.95241344897
564,08081,50765.126719011096
565,08085,60061.146618236446
566,08087,9754.451656536094
567,08088,20302.08607037949
568,08092,48819.917096232595
569,08094,12387.170344217413
570,08096,15484.588542471596
571,08098,23942.982583140652
572,08104,3845.6189312787014
573,08109,15141.648592504731
574,08110,8206.877617286285
575,08201,20361.155914034367
576,08202,410301.0989234015
577,08203,32321.65346629851
578,08204,176804.06348185922
579,08205,54150.22503557598
580,08210,27960.618779892986
581,08215,33422.395287846746
582,08221,29345.04294546627
583,08225,25953.19967744773
584,08226,15910.293153483311
585,08230,26698.843310313347
586,08232,2674.5317298269943
587,08234,20763.937903978644
588,08243,271032.75815886934
589,08244,32201.660044549695
590,08247,1725651.5931010705
591,08251,21084.506304849125
592,08260,23908.510266631354
593,08270,49962.83256960379
594,08302,31657.10024553339
595,08318,16806.08282022123
596,08330,14455.411287686387
597,08332,11352.904373610538
598,08360,12390.9603960664
599,08361,16291.070890790454
600,08401,5997.429423535149
601,08402,165921.2554277625
602,08403,59411.87875353589
603,08406,39232.31008042305
604,08502,90579.26069449377
605,08505,79470.3835519293
606,08514,67499.97927946823
607,08520,24872.875111673526
608,08525,90891.14250382759
609,08527,41105.33011120146
610,08530,75152.52761372933
611,08533,78728.27557599658
612,08534,101995.44981248646
613,08535,277825.03656829125
614,08536,49889.48490112551
615,08540,22082.870756384855
616,08550,70969.05064560295
617,08558,129937.04940419803
618,08559,207147.938420621
619,08610,5853.215409889729
620,08618,29812.814850889896
621,08619,14919.664163895115
622,08638,13494.755777932092
623,08648,27563.11297531494
624,08691,53511.05217781364
625,08701,30939.59058645852
626,08721,33656.96758335063
627,08722,8386.847854868687
628,08723,25953.530916297805
629,08724,16268.748049299267
630,08731,14552.087411021992
631,08734,43141.4769242379
632,08735,97281.17195630426
633,08736,75827.04850960636
634,08738,306878.88513639814
635,08742,49447.22512127221
636,08751,47697.54517839718
637,08752,105931.42210346425
638,08753,11636.718856607027
639,08755,39126.500230827776
640,08757,22347.545306539032
641,08758,12401.299886168446
642,08759,24360.385115141682
643,08807,46457.46691886334
644,08812,27519.443981216966
645,08816,34309.60052800517
646,08817,54728.261288348294
647,08820,55278.20536013381
648,08822,14960.658991714914
649,08823,59060.68196241466
650,08830,21636.29469231318
651,08831,14146.108935699147
652,08833,78798.71369665518
653,08837,33351.24289116523
654,08840,48390.57100869853
655,08844,90574.60707854296
656,08846,14922.899918444722
657,08848,63062.83025310006
658,08852,63984.86294194686
659,08854,14394.76816307566
660,08857,18657.787388220415
661,08859,28815.25922556674
662,08861,12814.875972872607
663,08865,15856.603971050301
664,08867,21209.199786296085
665,08872,27556.566349184675
666,08873,9099.137890667418
667,08876,30301.45788189792
668,08879,16435.959156039105
669,08882,37735.72864859906
670,08889,20768.15176486902
671,08901,32330.63602839796
672,08902,20381.939129431445
673,08904,34440.377823600866
674,10001,1501576.5055581632
675,10002,320331.6692992774
676,10003,253005.7580688702
677,10004,347806.04537930875
678,10005,109101.7431931217
679,10006,285744.4056378813
680,10007,974163.1377692822
681,10009,95933.01983474634
682,10010,67114.44254416134
683,10011,343907.22974116664
684,10012,783864.383525778
685,10013,456741.2007530635
686,10014,824305.9929235957
687,10016,274667.31288105185
688,10017,71934.79228380784
689,10018,154348.75222994003
690,10019,236268.39193943073
691,10021,71967.26975049524
692,10022,193282.5421863801
693,10023,98593.79597235292
694,10024,542865.7593272629
695,10025,118101.71093329335
696,10026,226944.23544737877
697,10027,125971.21866507038
698,10028,447434.28384042624
699,10029,44368.861843150014
700,10031,237368.23413727336
701,10032,71278.74681729596
702,10033,53841.80147582908
703,10035,236931.57206157767
704,10036,105195.73955906116
705,10038,357188.4126813137
706,10065,375907.03099806706
707,10069,327117.0022507262
708,10075,575968.7704493284
709,10128,138330.29650713378
710,10280,51617.82917365467
711,10301,23551.110039455336
712,10302,29894.698841244113
713,10303,18353.135046351224
714,10304,27558.312250239716
715,10305,16181.787308614501
716,10306,46644.854877502185
717,10307,96526.3119256443
718,10308,11361.425573846791
719,10309,87042.73014157661
720,10310,59519.59877288684
721,10312,55938.93914116607
722,10314,14553.684933780223
723,10458,42983.54044909262
724,10461,10479.534072108932
725,10462,22865.5271686296
726,10463,23439.428059407903
727,10464,14100.759804518855
728,10465,12364.871363590855
729,10466,21179.202790950785
730,10467,13569.173239319467
731,10468,5502.409403997983
732,10469,13030.957560260302
733,10471,18496.639646584543
734,10473,9787.778167449078
735,10502,26709.781167522626
736,10504,719746.1435752184
737,10506,294564.00745822175
738,10507,99006.54391055372
739,10509,66685.83442075991
740,10510,12094.274037303245
741,10512,20986.679431535376
742,10514,11677.754390543909
743,10516,69028.48866850906
744,10520,22475.327201612887
745,10522,125100.30054117083
746,10524,221870.58352337993
747,10528,48782.34863344635
748,10530,25873.587037071713
749,10533,65361.558560058416
750,10536,226450.2583049635
751,10538,38620.81277494584
752,10541,15167.949887333962
753,10543,83827.02110414034
754,10547,40204.88339659245
755,10549,39268.74600829566
756,10550,28954.644975621122
757,10552,36427.55713867964
758,10560,103903.29647845948
759,10562,34219.98516294199
760,10566,18233.016944311665
761,10567,28316.733791348433
762,10570,35371.51318317379
763,10573,46408.38988654571
764,10576,62882.50613765555
765,10577,474101.2316076795
766,10579,52481.50022134696
767,10580,182488.14444101803
768,10583,33769.58154824328
769,10589,11658.066524961836
770,10590,41135.16130735489
771,10591,68798.91689446906
772,10598,23097.794589849636
773,10601,53506.79103956513
774,10603,47775.395798746016
775,10604,68659.82872725926
776,10605,38270.0437365072
777,10606,15255.586055444863
778,10607,48917.55032378905
779,10701,40792.889922625276
780,10703,18007.80775561932
781,10704,14544.935491696595
782,10705,59942.01039621416
783,10708,162939.54821447263
784,10709,15685.491127037021
785,10710,44510.96303254467
786,10801,41569.42642864708
787,10803,77747.60012912634
788,10804,25818.165190741332
789,10805,120985.018211002
790,10901,20322.726374542297
791,10916,5014.374110027445
792,10917,217653327898.38397
793,10918,7851.693541000432
794,10923,24138.64334061775
795,10924,16911.99936649728
796,10925,126170.47143693305
797,10927,16941.63075663977
798,10930,45446.685907402425
799,10940,17945.523236280733
800,10941,17071.173190897123
801,10950,5903.689357957568
802,10952,40526.33845243563
803,10954,13636.764008192436
804,10956,5104.142791890833
805,10960,52367.11111363541
806,10965,22833.302031504536
807,10968,21064.31016573138
808,10970,82362.71756279813
809,10977,20644.912690776266
810,10980,26820.81634941761
811,10987,40096.78629500595
812,10989,24096.67653240514
813,10990,27770.908385520106
814,10992,15844.372918791421
815,10994,20813.8225729853
816,11001,18900.68002101783
817,11003,9498.942089691682
818,11004,214109.7566279604
819,11010,21354.00462060275
820,11020,259390.45110194857
821,11021,86427.39528011392
822,11023,99362.94262013571
823,11024,241936.2057324991
824,11030,46037.310768306445
825,11040,20740.62447823894
826,11050,104515.42886461974
827,11101,83762.25852686459
828,11201,226564.64862144965
829,11203,19538.02176067584
830,11204,139526.83495989264
831,11205,142594.89507820836
832,11206,47525.52329208631
833,11207,33940.79581591532
834,11208,35382.48001180492
835,11209,26036.23020251298
836,11210,27679.44197436162
837,11211,36009.90842004632
838,11212,18642.304059942984
839,11213,310893.1571848073
840,11214,19946.238778054216
841,11215,107843.96785246863
842,11216,125772.96024633948
843,11217,160704.7608341428
844,11218,146051.92250099883
845,11220,34382.62291280279
846,11221,162865.4756662225
847,11222,42698.88361638938
848,11223,176232.56950356424
849,11224,45501.807853693215
850,11225,170859.52502611885
851,11226,91654.30277288011
852,11228,77692.1482028922
853,11229,52868.978088898475
854,11230,21335.215063592237
855,11231,515553.59144415945
856,11233,78859.16724220732
857,11234,10544.05503738911
858,11235,67036.48004072667
859,11236,10853.684138555474
860,11238,98097.62290538072
861,11249,57987.904228251224
862,11354,17171.717220390725
863,11355,18364.395104098443
864,11356,89890.14456281801
865,11357,53279.3156547932
866,11358,19737.726281471972
867,11360,15857.546654894626
868,11361,140670.1565605854
869,11362,268237.0379299916
870,11363,144653.6390640461
871,11364,78472.51514569775
872,11365,42964.527589408695
873,11366,74696.03042020723
874,11367,23934.08215058314
875,11368,60295.96346044009
876,11369,41918.590781753635
877,11372,19970.179964070474
878,11373,26318.735908986077
879,11374,30618.96175412531
880,11375,8375.461960069346
881,11377,24812.44699109238
882,11379,27045.59565999487
883,11385,41047.4063078903
884,11411,37197.44402673604
885,11412,22987.857067423243
886,11413,29583.22035821618
887,11414,35525.780372832385
888,11415,7025.060698934047
889,11417,30097.44195119423
890,11418,28764.039091689574
891,11419,5229.974269348709
892,11420,28751.981439286363
893,11421,36228.509453866696
894,11422,8793.081807174067
895,11423,57417.88338643893
896,11426,85012.13200667083
897,11427,129569.12407118172
898,11428,17311.3670780995
899,11429,21273.16205651778
900,11432,117480.61277688175
901,11433,51245.749693157326
902,11434,19701.247231820747
903,11435,46679.36606805636
904,11436,14894.882402301404
905,11501,63669.79944685638
906,11510,49938.447736300426
907,11518,19957.79538074531
908,11520,9972.584575376908
909,11530,79133.10899581578
910,11542,374039199188.8492
911,11545,383766.97325473744
912,11550,23846.9801546017
913,11552,47591.725078981326
914,11553,74506.55787695387
915,11554,27169.20320637113
916,11557,125431.62579966012
917,11558,22238.4938093499
918,11559,438364.4107538
919,11560,353101.4968925437
920,11561,25666.445509296293
921,11563,23333.2792816254
922,11565,23993.0610966584
923,11566,15948.389821005543
924,11568,488363.21600448305
925,11570,39081.817713107805
926,11572,11735.904050433019
927,11575,21230.814141448776
928,11576,80870.28159628743
929,11577,137357.95905762783
930,11579,69776.66735671794
931,11580,27221.64476804559
932,11581,23686.92900561645
933,11590,28495.041016555275
934,11598,151534.9961211616
935,11691,32990.07957424532
936,11694,125814.74361685212
937,11701,44771.50517610235
938,11702,67493.02584600008
939,11703,22125.122276903185
940,11704,11192.532116387703
941,11706,13589.412131699803
942,11709,52553.6533649604
943,11710,15663.027659204829
944,11713,78557.04430507944
945,11714,39269.761550029274
946,11717,9889.31836165471
947,11720,21343.04861246435
948,11722,28863.753379285496
949,11724,504630.1781097507
950,11725,14571.265437349317
951,11726,24116.366337207895
952,11727,13505.478047186343
953,11729,9133.050545341974
954,11730,50743.1515840313
955,11731,45914.314461494985
956,11733,58307.303552042926
957,11735,24432.21196011005
958,11738,18632.629344985395
959,11741,21354.606879745385
960,11743,65908.52303356801
961,11746,18784.601330461188
962,11747,62957.60964038826
963,11751,94070.06880271886
964,11753,47009.4678229299
965,11754,41539.94217658971
966,11755,40849.60536244967
967,11756,8116.638693415125
968,11757,11252.68906493141
969,11758,19518.467675127886
970,11762,22418.606199669328
971,11763,6637.118992303726
972,11764,66791.67799039159
973,11766,20339.142051518887
974,11767,45967.252183476
975,11768,114547.0325304394
976,11769,32407.84364586168
977,11771,316237.92713043245
978,11772,21019.308462900175
979,11776,18260.48960931741
980,11777,39099.68952955144
981,11778,22108.159702214874
982,11779,25750.650911042132
983,11780,40773.355206492655
984,11782,27768.46651117866
985,11783,35295.020900314994
986,11784,13759.86239758712
987,11787,46149.94120965893
988,11788,78497.53349210903
989,11790,38485.31156175481
990,11791,52543.10119914739
991,11792,81621.34557702187
992,11793,34789.20252762789
993,11795,102158.25654666577
994,11797,124930.2441182496
995,11798,43899.17962434569
996,11801,35323.67851887487
997,11803,17202.98259205871
998,11901,28201.931839921206
999,11930,1191261.0838136445
1000,11932,578628.2449516732
1001,11933,50275.07819074397
1002,11934,96042.36601368937
1003,11937,104507.56294503596
1004,11940,123816.00039818874
1005,11942,287058.68650835124
1006,11944,167783.72391736164
1007,11946,26228.010791490797
1008,11949,44075.56596454092
1009,11950,10605.48217281064
1010,11951,4235.834288349922
1011,11952,153996.6972974022
1012,11953,40244.26430283144
1013,11954,545830.0471557453
1014,11959,725219.8504762356
1015,11960,205024.54007608801
1016,11961,47505.084701657026
1017,11962,1946095.849336071
1018,11963,717302.5723416082
1019,11964,406617.4469370848
1020,11967,19446.328787701186
1021,11968,466755.24618669535
1022,11971,213692.97921435707
1023,11975,303765.29199331277
1024,11976,324909.93036654196
1025,11977,561022.0704529701
1026,11978,820240.2357298557
1027,12009,117066.13575743436
1028,12010,9214.57823473876
1029,12015,57474.475744301664
1030,12019,14129.900236425545
1031,12020,29177.73900998608
1032,12029,87200.27383106096
1033,12033,80526.9417666707
1034,12037,370044.05494004523
1035,12047,19834.622724537603
1036,12051,49235.48653681369
1037,12065,22070.680351646122
1038,12078,18223.28563861689
1039,12083,62150.42174976923
1040,12095,8673.184110040389
1041,12110,16791.153065376828
1042,12118,15054.14244716191
1043,12122,62408.75705910841
1044,12144,19500.264840973818
1045,12167,32521.799625506374
1046,12170,4355.562212592059
1047,12180,25452.60278946556
1048,12184,76843.69301766832
1049,12211,52847.35669205924
1050,12302,13988.10081594796
1051,12303,13886.740457206834
1052,12304,44702.53042922208
1053,12306,18845.100141133727
1054,12309,46988.61399069996
1055,12401,25409.891525254618
1056,12413,21931.77421895574
1057,12414,80619.38772328327
1058,12428,27446.289904717392
1059,12442,108496.26193290392
1060,12446,83882.9142320455
1061,12458,18375.92740872949
1062,12477,20901.244102291665
1063,12496,77423.80187725474
1064,12501,149994.48979953126
1065,12508,65459.52412717541
1066,12513,153163.51036819606
