,Zipcode,Sqrt_MSE
1548,20019,32712.405130826137
1549,20020,44337.15898708247
1550,20024,40255.741529875755
1551,20032,36900.11818012773
1552,20036,48555.36400070672
1553,20037,83486.67489901437
1554,20105,105133.3445093957
1555,20110,34248.48602249486
1556,20112,25083.30615000549
1557,20117,693379.67080394
1558,20132,221855.06616466417
1559,20147,40040.748771774386
1560,20148,14854.418443540178
1561,20155,61623.29021733954
1562,20169,41270.83378430989
1563,20170,31149.12229025394
1564,20171,29953.79053799266
1565,20175,43486.04084412175
1566,20176,82365.91236751073
1567,20186,28890.16971372
1568,20190,37907.69601243416
1569,20191,54019.70584661097
1570,20619,27234.7961294965
1571,20637,34247.07131694841
1572,20646,36262.03161250359
1573,20650,40883.62255699131
1574,20653,17909.723717865865
1575,20657,7112.87131088694
1576,20659,22343.60135516956
1577,20706,14233.236216651128
1578,20707,28245.834969785083
1579,20735,43343.526117364105
1580,20740,49529.867656761475
1581,20743,6794.497378839932
1582,20744,11496.936977899273
1583,20745,36766.53018468367
1584,20747,17605.48528452684
1585,20748,35785.83765280008
1586,20770,22206.64420651514
1587,20772,21992.622889061644
1588,20774,15313.306086386612
1589,20785,22683.598913561218
1590,20814,54791.120755854005
1591,20815,217117.17722361293
1592,20816,128655.87157047783
1593,20817,116171.4252661567
1594,20850,26273.53679271395
1595,20852,46297.69154599585
1596,20854,272553.34311968583
1597,20871,41639.493361098546
1598,20874,19219.443396557428
1599,20878,44510.013510004566
1600,20886,15707.706112646598
1601,20902,12712.256029792597
1602,20904,59199.68159906409
1603,20906,73579.48096524707
1604,20910,48124.45167349109
1605,20912,56678.226005977456
1606,21001,50382.17640662074
1607,21009,27305.8618297221
1608,21014,27622.33640275265
1609,21015,33772.87664810795
1610,21037,27892.081580247384
1611,21042,78237.9923215411
1612,21043,30141.746008405895
1613,21044,33313.07810231619
1614,21045,10387.568925540545
1615,21060,9141.452384335118
1616,21061,26617.409982533063
1617,21075,104856.24051497645
1618,21076,8650.40620301288
1619,21078,19684.38748309394
1620,21093,28639.884690216124
1621,21108,52072.62370472335
1622,21113,148644.23305283356
1623,21117,50392.01000137856
1624,21122,14951.411771447578
1625,21136,84469.97307842903
1626,21146,35287.27782575043
1627,21157,20990.186601559853
1628,21201,44266.01535348209
1629,21202,26341.604394856746
1630,21204,111050.95396177233
1631,21205,12652.74519491557
1632,21206,11011.323291885084
1633,21207,13535.838429781452
1634,21208,97275.3659739654
1635,21210,38037.790429731824
1636,21211,24906.197713265796
1637,21212,50290.85833938075
1638,21213,28533.14319341497
1639,21215,6420.7322415121835
1640,21216,6465.392772715195
1641,21217,6728.269334607674
1642,21218,7607.06676992041
1643,21220,32938.06104367411
1644,21221,22773.147305835013
1645,21222,19457.03339905512
1646,21223,12636.408040529837
1647,21224,20716.16196577443
1648,21225,10113.427846474342
1649,21227,19049.802664846564
1650,21228,26926.33203195015
1651,21229,10940.8941385185
1652,21230,41113.84735562606
1653,21231,20119.616942764842
1654,21234,5239.684988451205
1655,21237,36226.66691053693
1656,21239,3493.5167162186885
1657,21286,47882.455207263694
1658,21401,45932.16689781195
1659,21403,55020.329959806724
1660,21409,137728.29103229087
1661,21502,18631.732785635377
1662,21532,20881.45047782013
1663,21541,102074.56596112496
1664,21550,44378.98423864499
1665,21601,57292.938018392764
1666,21613,20507.134412985768
1667,21617,10066.647850610776
1668,21619,73307.09033656011
1669,21620,39415.556841135374
1670,21629,9668.060278274963
1671,21638,68265.77211229807
1672,21661,116410.20572888716
1673,21666,33404.62136717452
1674,21701,20023.64562863319
1675,21702,22860.62491599231
1676,21703,27371.80895597076
1677,21740,7059.808338476972
1678,21742,39765.55400758223
1679,21771,28439.935550457943
1680,21774,35237.1525428701
1681,21797,165231.09629011486
1682,21801,61664.54268670675
1683,21804,31445.080805512494
1684,21811,17601.174398942327
1685,21817,20911.902913929687
1686,21842,33813.19196632661
1687,21851,28262.756997717413
1688,21901,23343.981117244286
1689,21921,36295.295899416575
1690,22003,19612.63894052719
1691,22026,60996.58480569579
1692,22030,42456.3052919083
1693,22031,28699.762850952295
1694,22042,16292.779700897332
1695,22043,114050.20000441239
1696,22066,187897.54908908618
1697,22079,98733.92610286755
1698,22101,102532.67797896561
1699,22102,153062.7493532252
1700,22124,111913.04820237124
1701,22180,73785.80978776272
1702,22181,62288.761574425895
1703,22191,14308.852087929234
1704,22192,23729.265905434357
1705,22193,7744.550430858837
1706,22201,91586.43904210674
1707,22203,36607.027445637104
1708,22204,67188.95876756775
1709,22207,131168.77109993578
1710,22209,102528.86330348525
1711,22303,34222.67617386035
1712,22304,25170.86137738028
1713,22307,129635.09577756471
1714,22309,66653.71841249178
1715,22310,26236.542481605073
1716,22314,60913.56606878433
1717,22315,20148.151015195097
1718,22401,27187.82657099622
1719,22405,12101.363715646337
1720,22406,74959.23432321567
1721,22407,46511.90946554076
1722,22408,12724.12866520237
1723,22443,11580.784002706732
1724,22473,50865.463938039895
1725,22482,152257.10099001526
1726,22485,11325.387294385411
1727,22503,108840.43448589227
1728,22508,19541.93924839197
1729,22520,67251.41890791744
1730,22539,134460.61376174373
1731,22546,24009.087847745355
1732,22551,34828.50085676836
1733,22554,48572.75197222032
1734,22560,26478.634093329387
1735,22578,54862.57264182026
1736,22601,26393.43902470418
1737,22602,22792.562185467526
1738,22630,12046.593878272293
1739,22701,35706.63084829848
1740,22801,13354.878619320492
1741,22802,50874.854178719805
1742,22835,57696.128590067194
1743,22901,19866.954110920593
1744,22902,53202.42278796993
1745,22903,101224.42480365465
1746,22911,40961.75804266169
1747,22932,46020.6856303518
1748,22939,23556.635389860003
1749,22942,22278.202840939066
1750,22947,87644.33613901559
1751,22960,53601.88116895734
1752,22963,20064.749288740655
1753,22967,140173.96663314
1754,22968,30289.309788578616
1755,22973,169275.71677798845
1756,22980,32571.63536003084
1757,23005,15601.42646197225
1758,23009,6723.600118291797
1759,23024,107054.43321148436
1760,23059,25831.60426731318
1761,23060,44163.824909486146
1762,23061,13885.108869042828
1763,23072,9730.30304055436
1764,23093,15792.380825010629
1765,23103,34599.38825959425
1766,23111,17954.735406168875
1767,23112,30195.39479567378
1768,23113,45157.24295939745
1769,23116,11638.12937827026
1770,23117,35564.008437652206
1771,23120,26617.09354450521
1772,23139,34272.06198700195
1773,23140,17757.27456259891
1774,23168,92890.62530107127
1775,23185,36356.57930844011
1776,23188,36837.2442576712
1777,23220,29075.682653407992
1778,23222,23295.74026592569
1779,23223,34339.93723854784
1780,23224,8618.617505512415
1781,23225,20546.147169111482
1782,23226,40128.43293474916
1783,23228,13973.851373761872
1784,23229,91202.73848921058
1785,23231,3166.517916032031
1786,23233,73307.59777354661
1787,23234,15773.144276430852
1788,23235,11066.371791974922
1789,23236,28352.36839793025
1790,23237,18645.65326203228
1791,23238,46418.628370115206
1792,23310,104182.59101001993
1793,23314,34059.19729175201
1794,23320,18640.098925555096
1795,23321,28663.223092955162
1796,23322,22901.92931680117
1797,23323,13075.137814211508
1798,23324,5488.580180583313
1799,23325,17281.964658092016
1800,23336,16881.003087789442
1801,23356,27814.368212626552
1802,23417,82562.37084263486
1803,23430,17265.093561963564
1804,23434,7933.230107875556
1805,23435,32849.807832212944
1806,23451,69770.53714352782
1807,23452,12278.64701960324
1808,23453,11343.186198218466
1809,23454,14918.098389384357
1810,23455,44191.99549573711
1811,23456,22634.042826597662
1812,23462,12874.014746112658
1813,23464,5398.501472654249
1814,23502,13918.50066988168
1815,23503,29910.962922701725
1816,23504,8749.380443055585
1817,23505,13381.184989187857
1818,23507,90147.8515159734
1819,23508,25248.013162854993
1820,23509,14135.050374097194
1821,23510,22419.746143564105
1822,23513,5652.857513965799
1823,23518,110511.725033885
1824,23601,8784.35729348973
1825,23602,18102.91469305444
1826,23606,28192.86204790007
1827,23607,39960.220643963155
1828,23608,11700.900350296639
1829,23661,16152.334516865018
1830,23662,73243.842585516
1831,23663,25082.891948286546
1832,23664,39125.46508082728
1833,23666,9325.515209044028
1834,23669,9958.169485670913
1835,23692,34806.296154735624
1836,23693,18962.20311255633
1837,23701,7495.510440689787
1838,23702,4695.049917725958
1839,23703,11044.49082207056
1840,23704,16431.423673173846
1841,23707,28265.44791261307
1842,23803,25152.889345805626
1843,23824,41192.83686832408
1844,23831,14458.579289964002
1845,23832,15494.585181541448
1846,23834,19445.781884092296
1847,23836,10490.627931746574
1848,23838,42415.49085934961
1849,23851,18762.14545653961
1850,23860,2861.7692965790243
1851,23901,50677.53524057392
1852,23919,111422.05933994912
1853,23927,141189.2505709413
1854,24014,53594.547078282
1855,24018,14666.727295263716
1856,24019,13211.226481847607
1857,24055,14397.379693934114
1858,24060,75999.71742866264
1859,24073,18298.930887508584
1860,24091,222834.72518309826
1861,24104,306165.06092337944
1862,24112,40080.8185898709
1863,24121,89657.37352008242
1864,24141,25285.11502275452
1865,24151,28100.21151130232
1866,24153,24378.755765454203
1867,24171,57926.77344481007
1868,24179,29319.089346999128
1869,24201,25170.31071628124
1870,24202,58798.16875390075
1871,24210,136581.1634799987
1872,24211,40547.81483873813
1873,24219,63945.258787143925
1874,24293,14109.712826670826
1875,24333,135600.84741798442
1876,24343,47646.55790066389
1877,24354,20740.486359108418
1878,24382,44595.09905416114
1879,24401,28337.42878630488
1880,24416,19628.075813546457
1881,24445,117285.06738601836
1882,24450,52982.505894656795
1883,24501,26097.69986800194
1884,24502,4282.374434791142
1885,24503,22965.497016622736
1886,24521,66412.75882111037
1887,24523,20530.760048129447
1888,24540,9572.056739441952
1889,24541,18122.65769084203
1890,24551,19167.218606080107
1891,24572,21343.476341102145
1892,24588,50012.140801957314
1893,24590,47196.331836131314
1894,24592,10108.174138400296
1895,24605,81802.58992698308
1896,24630,33786.39187244364
1897,24641,37912.025470742556
1898,24651,16589.39519751645
1899,24701,26157.284895097815
1900,24740,17595.722223398592
1901,24901,43462.92259297401
1902,24986,1200512.8011040562
1903,25177,9959.050952683687
1904,25276,20166.606811325597
1905,25301,13567.147943675782
1906,25302,7032.546962534556
1907,25304,64022.67979725006
1908,25309,129595.26572425483
1909,25311,96768.8557312324
1910,25313,13558.209858159598
1911,25314,16772.282992377182
1912,25401,46652.010871471866
1913,25404,29658.613489134153
1914,25411,20250.080668588544
1915,25414,35207.5805017002
1916,25427,16908.954886461823
1917,25504,65211.29248198655
1918,25701,9466.399042119796
1919,25702,8486.549388865593
1920,25704,16659.635969465067
1921,25705,44585.198443934074
1922,25801,25671.165877518655
1923,25832,200079.27978963478
1924,25901,17499.357958258875
1925,25951,64536.215281171615
1926,26003,15882.2755527822
1927,26041,16910.8694273708
1928,26062,20216.210221356596
1929,26101,6892.621529944084
1930,26104,62166.99964065001
1931,26105,98378.75643527613
1932,26201,10425.055894432682
1933,26209,9104.796979124061
1934,26241,18158.3136118524
1935,26301,13051.084677926216
1936,26330,63980.95610725458
1937,26452,11855.971273519659
1938,26501,6123.417202785011
1939,26505,47093.247166716144
1940,26508,19718.56254027264
1941,26554,3620.456872036139
1942,27006,37468.20015138618
1943,27012,5187.148201141
1944,27021,30023.011955587393
1945,27023,68546.45005799015
1946,27028,79222.15826405329
1947,27030,52960.89349478803
1948,27101,29724.320308007478
1949,27103,12873.858677594537
1950,27104,45285.10735650399
1951,27105,9485.88721874676
1952,27106,80747.64296344531
1953,27107,23878.0216191427
1954,27127,17896.780762352606
1955,27205,20614.498652954167
1956,27215,41463.100424112745
1957,27217,34069.861057942224
1958,27253,26627.68661389067
1959,27260,4785.5671272467725
1960,27262,26589.08243517711
1961,27265,17181.81358083739
1962,27278,64087.009443620176
1963,27284,26765.682259429217
1964,27288,26719.407372347167
1965,27292,25070.584943375263
1966,27295,34107.28150473829
1967,27302,18317.34827641906
1968,27306,50697.9135447994
1969,27310,33022.118989561095
1970,27312,61442.91993927132
1971,27320,10390.398259714826
1972,27330,62600.34042047572
1973,27332,20718.126948687906
1974,27357,69351.05806913874
1975,27358,13167.220436121394
1976,27360,5411.291391525365
1977,27401,32982.329257021185
1978,27405,16010.082736827317
1979,27406,18849.48837300475
1980,27407,31726.093047932034
1981,27408,147424.88108628782
1982,27410,38042.702010638815
1983,27455,36839.93100880008
1984,27502,116406.32939596477
1985,27504,77593.50688448377
1986,27511,72229.04081811008
1987,27513,96303.34168671661
1988,27514,79393.81520701753
1989,27516,90477.33356391008
1990,27517,34847.9656063601
1991,27518,78542.24961982643
1992,27519,78993.67667282141
1993,27520,25813.55419481241
1994,27524,31191.045985398603
1995,27526,22334.044527766757
1996,27527,44596.22082630935
1997,27529,28165.871459043577
1998,27530,16624.202707050452
1999,27534,86302.27897738782
2000,27540,101124.16949574875
2001,27546,24749.28347490573
2002,27549,33037.3827248272
2003,27577,43065.84455734641
2004,27587,15236.260424368931
2005,27592,13041.427979871232
2006,27596,23915.794495813076
2007,27597,15642.049750887398
2008,27601,54346.80903161745
2009,27603,48747.87364975711
2010,27604,39293.776240207946
2011,27606,76341.80776251046
2012,27607,127359.78607074988
2013,27608,116810.21119710866
2014,27609,73303.42838328393
2015,27610,14082.181194701545
2016,27612,51151.1452404547
2017,27613,27731.227311735776
2018,27614,184849.1949610134
2019,27615,126515.33789948253
2020,27701,41439.66249564064
2021,27703,30913.343002883485
2022,27705,59525.88817512466
2023,27707,35586.37721818714
2024,27713,17365.85642804329
2025,27801,37038.25972874386
2026,27803,32834.64336743391
2027,27804,20712.074661279345
2028,27834,20477.32731777189
2029,27850,121362.76565592794
2030,27858,23450.00038513048
2031,27870,18609.327739206732
2032,27886,34962.284268352996
2033,27889,17542.11531578782
2034,27892,41475.347913546284
2035,27893,44368.97601124967
2036,27896,15903.35901927416
2037,27909,48138.90204159808
2038,27915,29788.902271410807
2039,27927,46386.490972975116
2040,27932,33352.91394559619
2041,27944,36906.735257758766
2042,27948,15390.030924342293
2043,27949,15082.858390381165
2044,27954,101019.79626275624
2045,27958,9434.837791593573
2046,27959,161544.6676636662
2047,27960,39032.607986670686
2048,28001,17658.63679092649
2049,28012,6475211831.606383
2050,28025,9456.742017678835
2051,28027,33608.86695261771
2052,28031,37958.43104504971
2053,28036,112675.82729646792
2054,28037,58830.78088657563
2055,28043,23954.851532128137
2056,28052,27368.182272765334
2057,28054,46159.57133471894
2058,28056,12379.152161089196
2059,28078,52267.69043750048
2060,28079,18634.249497545836
2061,28083,26161.919495361868
2062,28086,16584.03597931146
2063,28092,20674.829213145033
2064,28104,134193.97105614547
2065,28105,18616.91283735146
2066,28110,23639.339045315795
2067,28112,14094.289790207431
2068,28115,23769.217012583544
2069,28117,26267.164299534183
2070,28120,23518.801307734302
2071,28127,103408.78868707166
2072,28139,32046.60768436194
2073,28144,30148.19712806229
2074,28146,28972.43371992802
2075,28150,51441.48821472087
2076,28152,73514.70729214793
2077,28166,74907.91812774616
2078,28173,54629.37878296067
2079,28202,42020.7088895057
2080,28203,28518.648041201526
2081,28204,57427.15186323242
2082,28205,18185.25352100654
2083,28207,110632.48147312504
2084,28208,18779.93042013634
2085,28209,136313.41619294422
2086,28210,43957.924876761484
2087,28211,109850.89046995592
2088,28214,26220.36138481295
2089,28215,10992.689191258141
2090,28216,46280.1632763661
2091,28226,97823.28852695586
2092,28227,34463.16459666761
2093,28269,36346.77063057874
2094,28270,57211.47903611028
2095,28277,39051.25396852602
2096,28278,40431.84892265317
2097,28301,20142.466562096757
2098,28303,36882.28664090366
2099,28304,8132.902159277335
2100,28305,54839.1701366866
2101,28306,11099.758437515624
2102,28311,22942.755410624548
2103,28312,42704.6731360465
2104,28314,2910.666711698364
2105,28327,17283.814708763177
2106,28328,46841.89999900186
2107,28334,38108.969144533745
2108,28337,59281.15438007621
2109,28348,14647.56448609159
2110,28358,34121.494909077155
2111,28374,27759.361333053737
2112,28376,5577.930925282673
2113,28379,35101.00189393901
2114,28387,31174.59826809446
2115,28390,24241.68979330917
2116,28401,21821.008979380687
2117,28403,129901.75381322629
2118,28405,64366.09739640919
2119,28409,23530.903352094687
2120,28411,21469.56571440553
2121,28412,9569.990613231323
2122,28422,17548.3695265447
2123,28428,79035.76241973051
2124,28443,47612.02912815546
2125,28445,128285.07134025023
2126,28451,13580.902981145335
2127,28460,26138.3215326974
2128,28461,48688.82150432993
2129,28462,292543.7226731435
2130,28465,25838.13479914044
2131,28467,18752.95950955256
2132,28468,61349.90497625828
2133,28469,73602.33549414128
2134,28470,34137.88978711402
2135,28472,22213.05733093494
2136,28480,119062.23633307041
2137,28504,11811.332794001984
2138,28512,32264.050861145028
2139,28516,18911.199999038185
2140,28532,20183.894428967338
2141,28539,11229.948050280715
2142,28540,6044.750342244202
2143,28546,11210.134439018913
2144,28557,48500.99684722295
2145,28560,20006.124654402818
2146,28562,10260.52005441366
2147,28570,59144.09542558752
2148,28571,56479.705194870236
2149,28574,8214.25033966254
2150,28584,44354.36638083537
2151,28590,25188.993999575043
2152,28594,30239.792617033385
2153,28601,21565.215736019996
2154,28602,13646.26869937376
2155,28604,101496.7589040789
2156,28605,69749.48306729738
2157,28607,100287.95154658923
2158,28625,45645.84850460063
2159,28640,58741.31239289839
2160,28645,25652.314308524255
2161,28655,17235.155987170332
2162,28657,47994.11328923696
2163,28658,20961.568413783243
2164,28673,159238.7085460312
2165,28675,71228.42162423921
2166,28677,37128.008627313444
2167,28681,59189.126340172355
2168,28694,81607.33949640235
2169,28704,126969.46573094207
2170,28705,48972.01013781726
2171,28711,28302.924965293638
2172,28712,36107.50994721325
2173,28713,84023.78221641926
2174,28714,93687.09164518186
2175,28715,52849.038864480506
2176,28716,51979.32250097046
2177,28717,338215.6773332611
2178,28721,34973.791629934356
2179,28722,82835.80778886909
2180,28723,89161.22958214428
2181,28730,52378.30831400621
2182,28731,263793.2211387519
2183,28732,37780.48912418254
2184,28734,28615.01541865499
2185,28736,66477.9082200266
2186,28739,73530.95684677405
2187,28741,158918.21665553268
2188,28746,59199.895580085285
2189,28747,216127.81790185912
2190,28748,66184.88783621007
2191,28751,81236.71204131813
2192,28752,40246.934451521374
2193,28753,37439.23293320029
2194,28754,23326.35189344658
2195,28771,60833.194492972296
2196,28774,58273.105084387294
2197,28777,86320.08929410238
2198,28779,15633.397320006103
2199,28781,42572.62120192238
2200,28782,77131.41947625249
2201,28783,132600.98064387037
2202,28785,59633.79105506606
2203,28786,135601.65427901762
2204,28787,40667.69351470575
2205,28789,110749.3872624453
2206,28791,36732.39964859862
2207,28792,28929.25300728012
2208,28801,51344.003120847236
2209,28803,155133.1936758671
2210,28804,184769.3622534576
2211,28805,36245.173249798405
2212,28806,26668.124247079366
2213,28901,27892.435624257247
2214,28904,17445.453758301872
2215,28906,30920.258507617924
2216,29016,14034.67816566375
2217,29020,10870.164455410142
2218,29036,22608.97726746373
2219,29045,30026.229551585096
2220,29063,18291.92585472227
2221,29072,16203.278236753498
2222,29073,4918.476625392025
2223,29102,21148.40871056984
2224,29115,21644.93994654625
2225,29118,72284.03277704064
2226,29150,10131.713604609478
2227,29154,13231.706919717451
2228,29169,29380.638608819903
2229,29201,39214.48801804182
2230,29203,19446.952656709065
2231,29204,23903.89761339149
2232,29205,40403.22282239541
2233,29206,53481.56621193064
2234,29209,21417.919511396092
2235,29210,17772.62735032298
2236,29212,49038.16456927436
2237,29223,62306.18101103828
2238,29229,20699.95376675619
2239,29301,18253.987798128255
2240,29302,105410.00125039062
2241,29306,18849.16833152795
2242,29307,29411.311159710476
2243,29316,19136.925389679443
2244,29322,129350.53402336552
2245,29323,110778.50640255256
2246,29334,46357.1680504812
2247,29340,51958.31300147563
2248,29349,20254.54118044919
2249,29356,75471.74542217865
2250,29365,20382.79906126481
2251,29369,42868.06263557835
2252,29388,33590.19288582192
2253,29401,258510.75453210852
2254,29403,24878.448444253918
2255,29405,23973.623992722896
2256,29407,16873.868179500325
2257,29410,11867.578248653033
2258,29412,48091.10568925316
2259,29414,12076.089616414685
2260,29418,19303.501365251348
2261,29440,19089.193173284097
2262,29445,7560.481113280272
2263,29449,232615.36484821964
2264,29451,521320.6100737684
2265,29455,406253.932587432
2266,29456,15062.890965191957
2267,29461,17744.52722820321
2268,29464,90450.07364065667
2269,29466,45126.36211016977
2270,29483,7473.475603634361
2271,29485,9658.600747122622
2272,29486,29531.276205594706
2273,29488,56013.96662750147
2274,29492,339617.4190068289
2275,29501,13401.477784397306
2276,29505,10202.630274430996
2277,29506,8417.367584449266
2278,29512,8503.449911146818
2279,29520,12806.548272460932
2280,29526,19129.381002307495
2281,29527,17074.60360251555
2282,29532,24335.852291819418
2283,29536,7568.404599430483
2284,29550,13820.968143072936
2285,29560,32486.25052027641
2286,29566,18329.65895070553
2287,29568,19147.54410325694
2288,29569,9499.837455959196
2289,29571,11790.629045888092
2290,29572,25360.002338511924
2291,29574,36706.642665857755
2292,29575,72834.1901961646
2293,29576,76650.34657696604
2294,29577,68689.21390607306
2295,29579,20430.678151318487
2296,29582,25731.149953302873
2297,29585,99919.73601494748
2298,29588,8685.062043680748
2299,29601,50859.82626991303
2300,29605,27972.54744970765
2301,29607,22921.899990924718
2302,29609,31040.644868111365
2303,29611,9667.691886954695
2304,29615,38815.24769181973
2305,29617,28358.431844030914
2306,29621,53307.12563902617
2307,29624,57093.04945209155
2308,29625,49795.9698266382
2309,29627,84304.49834205043
2310,29631,17945.422817524974
2311,29640,18129.5109710217
2312,29642,15938.249358980318
2313,29649,31723.427444645327
2314,29650,31364.129999916488
2315,29651,52840.00095338588
2316,29669,18566.31766176623
2317,29670,13409.123064119189
2318,29671,68829.52434434641
2319,29672,130172.23472456899
2320,29673,25318.29112812731
2321,29678,57265.49009279051
2322,29680,39753.535796858014
2323,29681,99351.44201034536
2324,29685,194831.8063513086
2325,29687,19585.78713717452
2326,29690,43301.35366996182
2327,29693,47847.59725344653
2328,29697,78493.19838421597
2329,29706,37784.56582875178
2330,29707,47696.06813122552
2331,29708,38111.44273030439
2332,29710,41830.54316521909
2333,29715,25063.329162092155
2334,29720,12902.374606760262
2335,29730,38885.71888428059
2336,29732,16751.195687863008
2337,29745,26171.173114623154
2338,29801,13736.797475528445
2339,29803,27507.26825228996
2340,29824,31204.36267056901
2341,29829,7794.578286074425
2342,29835,30331.419060022243
2343,29841,37364.509115046014
2344,29860,20347.67345120252
2345,29902,35630.67170886848
2346,29906,39392.030998599745
2347,29907,74435.02128084886
2348,29909,132243.84078803705
2349,29910,57607.57224183948
2350,29920,72853.59022661667
2351,29926,71726.11956055458
2352,29928,52996.659071784576
2353,29936,14354.34154208264
2354,30002,41862.00072604017
2355,30004,58496.04477185838
2356,30005,55288.78521886153
2357,30008,15909.089182216807
2358,30009,45212.14244387907
2359,30011,47645.82282745833
2360,30012,24368.558289245677
2361,30013,28511.31249495359
2362,30014,8908.741257985352
2363,30016,9510.959117790877
2364,30017,41142.967097682056
2365,30019,29764.180530195907
2366,30022,36757.568762459035
2367,30024,10397.904149317523
2368,30025,52255.925783849736
2369,30028,22618.26650722889
2370,30030,55456.13199053084
2371,30032,7638.6917733369955
2372,30033,39941.296672637676
2373,30034,10979.984278542495
2374,30035,23962.66184454463
2375,30038,58688.84405194607
2376,30039,18204.708742741786
2377,30040,23515.947414495313
2378,30041,37961.590893136534
2379,30043,18725.909244951745
2380,30044,17449.887068322223
2381,30045,26322.583816200608
2382,30046,10655.747813513344
2383,30047,25034.400887944765
2384,30052,22663.483237940563
2385,30055,135889.22996948785
2386,30058,22613.304158056326
2387,30060,18727.721893437938
2388,30062,30305.038913561864
2389,30064,12631.114831218712
2390,30066,26069.00050119958
2391,30067,53753.834718094615
2392,30068,33283.29881961425
2393,30071,46031.42354989353
2394,30075,34215.596869180816
2395,30076,11759.525393254838
2396,30078,43368.16521834998
2397,30080,17314.27404924306
2398,30082,16527.078735023533
2399,30083,12911.169477493046
2400,30084,10984.820768101916
2401,30087,26387.74313468354
2402,30088,9638.503046575779
2403,30092,23099.08529763438
2404,30093,13552.536047063177
2405,30094,21375.994076924777
2406,30096,15055.209161408684
2407,30097,87987.38468882474
2408,30101,19524.231454156685
2409,30102,14930.007020915058
2410,30103,52216.99089689907
2411,30106,13809.656909847714
2412,30107,34103.04233239872
2413,30110,52508.984463517765
2414,30114,17313.838008508807
2415,30115,70976.15651848644
2416,30116,32485.031887104626
2417,30117,41108.13968908042
2418,30120,21576.924053237635
2419,30121,32908.455394891986
2420,30122,34286.28502909933
2421,30125,15888.820485631142
2422,30126,29238.480089383287
2423,30127,9129.38898102273
2424,30132,18332.083792159723
2425,30134,25552.724377213308
2426,30135,20035.01433020517
2427,30141,31868.50718060957
2428,30143,27885.257524562672
2429,30144,26373.00210764696
2430,30152,67655.60084321504
2431,30153,18922.006130601094
2432,30157,38636.50957183906
2433,30161,82002.35258251868
2434,30165,16527.565992902837
2435,30168,28520.602136679896
2436,30175,80373.46591422604
2437,30176,39401.59735059137
2438,30179,13930.844035437705
2439,30180,48387.09694749701
2440,30183,38386.661192107575
2441,30187,106239.97219938808
2442,30188,18512.072556058523
2443,30189,10818.021267870903
2444,30204,31138.811379676437
2445,30213,29073.240685194887
2446,30214,26514.873874827666
2447,30215,44766.933933977525
2448,30223,40473.50799540182
2449,30224,25435.13386124787
2450,30228,24849.238361588064
2451,30233,29530.047884360712
2452,30236,14635.345172143316
2453,30238,13084.985280684568
2454,30240,42611.1303874588
2455,30241,46884.38935130036
2456,30248,40743.22966613397
2457,30252,26316.541663668522
2458,30253,30070.98129824982
2459,30260,15149.11610330096
2460,30263,17092.540565389012
2461,30265,11217.466755093912
2462,30268,90900.82087849213
2463,30269,21180.518081225906
2464,30273,14982.967600865823
2465,30274,10354.323168675175
2466,30276,14622.193330897415
2467,30277,25151.88206772542
2468,30281,19474.321198697267
2469,30286,3678.8892664124082
2470,30291,15605.00027854448
2471,30294,7177.129327228472
2472,30296,30295.03803909974
2473,30297,7064.619152487148
2474,30305,54747.961195288524
2475,30306,77683.83224990517
2476,30307,27052.076387657584
2477,30308,14156.124936262577
2478,30309,92278.08095510305
2479,30310,14094.267717654637
2480,30311,12081.267071075998
2481,30312,16959.6788033349
2482,30313,28617.25065294632
2483,30314,21766.37060558426
2484,30315,18406.998585810335
2485,30316,39319.645459923566
2486,30317,35861.55412451839
2487,30318,46952.92566854082
2488,30319,31617.864486065304
2489,30324,40756.090044355915
2490,30326,26997.18868291066
2491,30327,56064.9930046288
2492,30328,65978.16313825727
2493,30329,57546.56360662726
2494,30331,16701.281508492262
2495,30337,21850.939179278656
2496,30338,6184.049802405767
2497,30339,31271.463074319963
2498,30340,35762.40862655929
2499,30341,19298.966082269795
2500,30342,42935.64174695459
2501,30344,4837.421852426751
2502,30345,28024.435949087616
2503,30349,39917.26318801954
2504,30350,29617.53154326856
2505,30354,13790.7303613225
2506,30360,12040.635403055738
2507,30363,51174.90518282931
2508,30401,50415.13232951564
2509,30458,14657.35704786532
2510,30461,50786.3397671418
2511,30474,26914.67813652641
2512,30501,68821.89006066708
2513,30504,57714.63864175516
2514,30506,31001.026329239845
2515,30507,48989.822644895845
2516,30512,61471.99084203412
2517,30513,52909.68119210594
2518,30517,126538.01990115449
2519,30518,21056.696675163843
2520,30519,38315.33627209821
2521,30523,79033.11998851712
2522,30525,51252.50646132253
2523,30528,61622.705058612744
2524,30529,26340.762261523832
2525,30533,65254.40228641326
2526,30534,40298.64711841523
2527,30536,74184.67812271036
2528,30537,76812.52611868714
2529,30540,28612.62542766956
2530,30542,25060.504859009157
2531,30546,17846.80128224507
2532,30548,12895.340336170575
2533,30549,53912.11960719236
2534,30553,16594.361621979013
2535,30554,92081.7841888879
2536,30559,16640.293319095264
2537,30560,46338.26392452809
2538,30564,120010.36341585159
2539,30566,42811.570486232085
2540,30577,63050.894870971264
2541,30582,27951.049894888853
2542,30601,72920.83901168045
2543,30605,16259.092165883087
2544,30606,53571.75263723771
2545,30620,19492.178172963842
