,Zipcode,Current Value,1 Year Value,3 Years Value,5 Years Value,1Yr-ROI,3Yr-ROI,5Yr-ROI
44,02050,677450.0,725476.0535719284,883821.7990212468,1040185.5230054001,0.07089239585493898,0.30463030337478314,0.5354425020376413
45,02056,684900.0,738525.0080969314,834950.4238978398,931375.8396987484,0.0782961134427382,0.21908369674089626,0.3598712800390545
46,02061,884450.0,1429786.1128336196,1830040.5641395051,2230506.2253395887,0.616582184220272,1.0691283443264235,1.5219133080893084
47,02066,804000.0,1134894.2140457912,1272070.7442248766,1409247.2744039618,0.4115599677186458,0.5821775425682545,0.752795117417863
48,02067,699900.0,792944.1593574021,892500.40084526,992056.6600771956,0.13293921897042738,0.27518274159917133,0.4174262895802195
49,02081,526205.0,626144.4414471795,732363.5718267765,829903.7509016375,0.18992491794486852,0.3917837569517137,0.577149116602156
50,02090,1395000.0,1586522.6549011883,1956358.7933673458,2326194.9318335056,0.1372922257356189,0.40240773718089307,0.667523248626169
51,02093,727400.0,760346.6547080219,812064.4892857218,863782.3238634215,0.04529372382186129,0.11639330393967802,0.18749288405749442
52,02108,3777000.0,3132674.388551906,3217320.576411173,3261908.436107196,-0.17059190136301133,-0.14818094349717414,-0.13637584429250837
53,02110,2075000.0,1531725.4243210545,1370706.53222295,1203240.8891878808,-0.2618190726163593,-0.33941853868773497,-0.4201248726805394
54,02111,1348500.0,1817109.180208876,2455492.4401868787,3093875.7001648815,0.34750402685122433,0.820906518492309,1.2943090101333938
55,02114,1052000.0,1070458.6721971289,1129843.4768152216,1191169.7345535369,0.017546266347080685,0.07399570039469734,0.13229062219917953
56,02115,1574500.0,2627414.486908091,4031196.9998553237,5434979.512802555,0.6687294296018362,1.5603029532266266,2.4518764768514165
57,02116,2197500.0,2016568.453147647,2188857.5953104994,2361446.9342056797,-0.08233517490436998,-0.003932834898521308,0.07460611340417733
58,02118,1074700.0,1021826.8718678578,907435.2605335182,793043.6491991784,-0.049198034923366746,-0.15563854049174825,-0.2620790460601299
59,02127,889000.0,876104.0589061044,863416.5674132415,847834.1270633355,-0.014506120465574335,-0.028777764439548385,-0.046305818826394264
60,02128,644950.0,671613.9188291755,718774.9170294239,765935.9152296721,0.04134261389127146,0.11446610904631967,0.1875896042013677
61,02129,849000.0,844839.6275278232,864602.4749382613,884358.1782919489,-0.004900320933070429,0.018377473425513925,0.041646853111836114
62,02130,706500.0,640631.66016546,591271.6950423565,541911.729919253,-0.09323190351668795,-0.16309738847507926,-0.23296287343347058
63,02131,644900.0,680415.2241452185,771313.4413848829,862211.6586245473,0.05507090114005039,0.1960202223366148,0.33696954353317926
64,02151,510000.0,563933.7946950634,611956.746359786,662594.90991725,0.10575253861777133,0.1999151889407569,0.29920570572009814
65,02169,532000.0,587664.4719816879,622989.2203144067,656938.3204884769,0.10463246613099236,0.1710323690120426,0.23484646708360318
66,02171,814000.0,830102.2132149874,982185.4322682766,1134268.651321566,0.019781588716200765,0.20661601015758793,0.3934504315989754
67,02184,599900.0,594155.1347732643,622864.0728955193,651573.0110177743,-0.009576371439799483,0.03827983479833192,0.08613604103646333
68,02186,1030000.0,1211541.7954561175,1404080.9893251592,1586129.993877839,0.17625417034574514,0.3631854265292808,0.5399320328911059
69,02301,412500.0,446274.4817519756,513208.29987729597,580390.9366157483,0.08187753151994086,0.24414133303586902,0.40700833118969293
70,02302,411000.0,441903.80807559623,523504.3933178606,605104.9785601252,0.0751917471425699,0.27373331707508664,0.47227488700760395
71,02346,484450.0,412147.86150493345,428466.2306413492,444784.599777765,-0.14924582205607712,-0.11556150141118955,-0.08187718076630202
72,02347,494000.0,526622.107750516,559535.3990075258,594567.5355603,0.06603665536541707,0.1326627510273801,0.203578007207085
73,02360,561600.0,608150.5244606797,690736.1041352826,772916.0877322922,0.08288911050690836,0.2299432053690929,0.3762750849933979
74,02420,1414000.0,1308813.4412141948,1126628.206679446,944442.9721446971,-0.07438936264908433,-0.2032332343143947,-0.332077105979705
75,02445,874900.0,772062.4870569112,609383.665207585,446704.8433582586,-0.11754201959434081,-0.3034819234111499,-0.48942182722795907
76,02459,2395000.0,2132427.2363656494,2545672.6796739553,2958918.1229822612,-0.10963372176799609,0.06291134850687069,0.23545641878173748
77,02467,1533900.0,1670168.6390327672,1871261.9011426037,2072355.1632524403,0.08883802010089781,0.21993734998539913,0.35103667986990045
78,02482,1675000.0,1928179.2513577212,2396845.3892745515,2865511.527191382,0.15115179185535593,0.43095247120868746,0.710753150562019
79,02492,1214450.0,1685843.5059876004,1904243.1230626,2111084.812497722,0.3881539017560216,0.5679880794290418,0.7383052513464712
80,02493,3299000.0,4099286.800940699,5226110.545154041,6359040.068002547,0.24258466230394027,0.5841499075944349,0.9275659496824938
81,02532,539999.0,630427.5406061173,751630.341993544,872833.1433809709,0.16746057049386637,0.3919106183410414,0.6163606661882168
82,02536,744500.0,840901.6967293259,1073659.038963813,1306416.3811982998,0.12948515343092803,0.4421209388365522,0.7547567242421757
83,02537,754950.0,660187.6605106771,595641.0242407782,531094.3879708791,-0.12552134510805066,-0.21101924069040576,-0.296517136272761
84,02539,3395000.0,4089742.742335334,5479504.963744494,6869267.185153655,0.20463703750672577,0.613992625550661,1.0233482135945964
85,02540,844500.0,1132296.2673951206,1423520.1608066573,1726387.155768147,0.3407889489581061,0.6856366617011928,1.044271350820778
86,02554,3347500.0,3651506.396896389,3964468.731153159,4277431.0654099295,0.09081595127599368,0.18430731326457325,0.27779867525315294
87,02557,1375000.0,1444079.661203274,1783682.1971671388,2102235.584222107,0.050239753602381115,0.2972234161215555,0.5288986067069871
88,02563,634500.0,708806.2251909322,837777.6675323866,966749.1098738414,0.11710988997782847,0.3203745745191278,0.5236392590604277
89,02568,3150000.0,3629346.816220067,4875550.649573617,6121754.482927166,0.1521735924508149,0.5477938570074974,0.9434141215641797
90,02571,482400.0,517548.31351164024,620363.3077132923,723178.3019149443,0.07286134641716469,0.28599358978709016,0.4991258331570156
91,02601,497450.0,491472.9822635737,608915.732625438,725977.6929134802,-0.012015313572070202,0.2240742438947392,0.4593983172449095
92,02631,737000.0,745005.6820945246,773508.1835113461,802010.6849281676,0.010862526586871932,0.04953620557848862,0.08820988457010531
93,02632,712000.0,755582.155764405,883235.7596733778,1010889.3635823509,0.06121089292753516,0.24049966246260934,0.41978843199768384
94,02633,1949450.0,2262594.1332438774,2839690.4110412025,3429863.845345175,0.16063204147009538,0.4566623463239388,0.7594007773193336
95,02635,1175000.0,2603297.795513346,3941297.748797246,6121056.425247987,1.2155725919262519,2.354295956423188,4.209409723615308
96,02638,1099000.0,1257123.3026528682,1591094.6655015328,1925066.0283501975,0.14387925628104478,0.44776584668019365,0.7516524370793426
97,02639,464450.0,716192.897798519,1072996.9860776071,1429801.0743566947,0.5420236791872516,1.3102529574283714,2.0784822356694903
98,02642,654950.0,680267.5382704603,711586.1709825095,749419.5720506703,0.038655680999252345,0.08647403768609742,0.14423936491437556
99,02649,749499.5,758544.3670303638,877586.8519671401,996629.3369039167,0.012067876003071066,0.17089718134186893,0.3297264866806671
100,02653,1385000.0,1419870.932001291,1793808.408299573,2167745.884597855,0.025177568231979117,0.29516852584806713,0.5651594834641553
101,02655,1999000.0,3249750.512624308,3871559.446391991,4493368.380159676,0.6256881003623351,0.9367480972446177,1.2478080941269014
102,02657,974450.0,1117684.4207359082,1413243.8133885553,1708803.2060412024,0.1469900156353925,0.4502989516019861,0.7536078875685797
103,02664,499500.0,1079122.775686387,5948605.331401473,64449045.23061425,1.160405957330104,10.909119782585531,128.02711757880732
104,02673,442000.0,494744.1710142077,564520.5767181183,634296.9824220289,0.11933070365205363,0.2771958749278694,0.4350610462036853
105,02675,569450.0,517434.1027734508,614163.7083757009,705201.1682148948,-0.09134409908955873,0.0785208681634926,0.23838996964596512
106,02703,399900.0,395241.62781985325,400701.4575860348,406161.2873522163,-0.011648842661032126,0.0020041450013372924,0.015657132663706712
107,02740,329500.0,357403.3852823721,420906.2539473454,484409.1226123187,0.0846840221012811,0.2774089649388328,0.4701339077763846
108,02747,475000.0,659021.6104117298,761287.3387071984,863553.0670026671,0.3874139166562732,0.6027101867519966,0.8180064568477202
109,02748,649000.0,695625.3348292011,762555.7378845687,831196.8899834253,0.07184181021448553,0.1749703203152061,0.280734807370455
110,02769,707000.0,872830.7206714681,1088076.0369631033,1303321.3532547383,0.23455547478284025,0.5390042955630882,0.8434531163433356
111,02771,449000.0,505600.5092850103,516357.81354948477,527114.0203827523,0.12605904072385363,0.1500174021146654,0.17397331933797838
112,02780,399450.0,430620.9115371416,494475.6024776786,558330.2934182158,0.0780345763853839,0.23789110646558673,0.39774763654579004
113,02806,611000.0,721513.4913192601,666901.5397695343,623638.076861799,0.1808731445487072,0.09149188178319845,0.02068425018297708
114,02807,1662500.0,2840635.231262234,4076264.4227545504,5311893.614246869,0.7086527706840505,1.4518883745892033,2.1951239784943577
115,02809,549000.0,577174.2910724441,613474.3354607066,649774.3798489692,0.05131929157093636,0.11743959100310859,0.18355989043528081
116,02813,599950.0,652937.9232818849,755157.3015259465,857376.6797700082,0.08832056551693453,0.25870039424276436,0.4290802229685944
117,02816,349450.0,330507.58589716087,365609.8571308976,400300.6728489375,-0.054206364581024846,0.046243689028180227,0.14551630519083564
118,02818,629500.0,724959.7776059703,860016.6726687328,995073.5677314954,0.1516438087465771,0.3661901074960013,0.5807364062454256
119,02835,887450.0,1589951.1395837232,1805564.0451261129,2061215.5255502127,0.7915951767240106,1.0345529834087699,1.3226272190548343
120,02840,929499.5,943791.5682689156,1028833.0016848962,1118572.8113637078,0.015376090324863692,0.10686773009011429,0.20341410766085163
121,02852,649950.0,746584.1609840138,993240.6522396433,1239792.9903219093,0.14867937685054822,0.5281800942220837,0.9075205636155232
122,02860,282400.0,332039.23229725007,407800.93353654677,483562.6347758435,0.1757763183330385,0.4440542972257322,0.7123322761184259
123,02864,399000.0,403709.8472872184,419496.70090790204,435283.5545285858,0.011804128539394429,0.05137017771404019,0.09093622688868624
124,02865,499450.0,605762.5542698178,734198.045058445,862233.0677472849,0.21285925371872616,0.470013104531875,0.7263651371454297
125,02871,699000.0,987822.6583778859,1188862.2507859732,1400207.849152363,0.4131940749325979,0.700804364500677,1.0031585824783447
126,02878,599500.0,610521.7106325114,741269.401227461,872017.0918224108,0.018384838419535303,0.23647940154705765,0.45457396467458017
127,02879,560000.0,704893.9230774681,786972.598639733,869790.241599998,0.2587391483526215,0.40530821185666616,0.5531968599999963
128,02882,849895.0,981191.8529578974,1185684.1292954267,1390165.8781023743,0.15448596939374554,0.3950948402984212,0.6356913243428591
129,02886,335000.0,383292.59380832344,459927.94845368655,536563.3030990498,0.14415699644275654,0.37291924911548224,0.6016815017882085
130,02889,354900.0,413354.04791084275,531275.0133720227,649195.9788332029,0.16470568585754508,0.4969710154184916,0.8292363449794389
131,02891,600000.0,803138.7928517094,968930.0453250171,1201427.9263653765,0.338564654752849,0.6148834088750285,1.0023798772756274
132,02893,312450.0,336308.8061003414,410438.9803460905,482649.7778295288,0.07636039718464194,0.31361491549396864,0.5447264452857379
133,02903,337000.0,328226.0295306153,314158.8785858948,300091.72764117434,-0.026035520680666727,-0.06777780835046046,-0.1095200960202542
134,02904,291950.0,339880.3699334461,424112.9439916001,508079.07793757843,0.16417321436357635,0.4526903373577672,0.7402948379434096
135,02906,477450.0,602446.6700722523,664483.4793259528,726520.2885796534,0.26180054471096925,0.3917341697056295,0.5216677947002898
136,02919,364900.0,371640.6944126468,431172.8405118452,487461.64322595746,0.018472716943400424,0.18161918474060068,0.3358773450971704
137,02920,334000.0,379361.41880988184,438428.89819927415,497496.37758866645,0.1358126311673109,0.3126613718541142,0.48951011254091753
138,02921,514450.0,635293.094581616,764743.4736422865,894193.852702957,0.23489764716029934,0.48652633616928076,0.7381550251782623
139,03038,344900.0,353476.74425295746,376701.4455237282,399926.14679449896,0.024867336192976115,0.09220482900472081,0.15954232181646552
140,03053,594900.0,614705.5659343468,719210.7850346378,833208.6774702185,0.03329226077382208,0.20896080859747485,0.40058611106104974
141,03054,432450.0,504282.57645141706,588397.0329004173,672515.9748344811,0.16610608498419946,0.3606128636846279,0.5551300146478926
142,03062,419450.0,446943.7442699339,520904.47869436006,594865.2131187866,0.06554713141002241,0.24187502370809408,0.4182029160061666
143,03079,524450.0,558493.4395941325,614813.8577541985,671134.2759142645,0.06491265057514058,0.17230214082219178,0.279691631069243
144,03087,650000.0,640586.2195928245,610971.1138228251,581356.0080528258,-0.014482739087962366,-0.060044440272576716,-0.10560614145719106
145,03246,387000.0,436114.77161014493,548643.4345241577,661172.0974381705,0.12691155454817812,0.41768329334407667,0.7084550321399753
146,03249,504000.0,606203.0650719632,715382.8412081624,826221.9367666212,0.20278385926976833,0.41941039922254436,0.6393292396163119
147,03251,384900.0,55649.133034624116,73601.428778185,82263.40082614246,-0.8554192438695138,-0.8087777896124059,-0.7862733155984867
148,03431,230000.0,267399.6011172549,254148.22407148726,241046.83830974402,0.16260696137936903,0.10499227857168374,0.048029731781495756
149,03766,361432.0,397300.12183596013,442129.50970639504,486958.89757682994,0.09923892139035873,0.22327162427896544,0.34730432716757215
150,03801,842000.0,796647.8479013268,912638.8137516521,1029860.1477109076,-0.053862413418851736,0.08389407808984814,0.22311181438350075
151,03820,434900.0,449766.2022004525,469968.0498169904,490169.8986347914,0.03418303564141758,0.08063474319841432,0.12708645351757042
152,03833,529900.0,621837.8239066728,768323.3923639989,914808.9608213253,0.17350032818771988,0.4499403516965445,0.7263803752053695
153,03842,694900.0,795295.9888675758,1088693.6373452344,1380701.0379525318,0.14447544807537166,0.566691088423132,0.9869060842603711
154,03907,1472500.0,2210699.567504136,3037469.9125296045,3864240.257555073,0.5013239847226729,1.0627979032459114,1.6242718217691499
155,03909,625000.0,659754.8475674959,772225.0152523157,884694.336724485,0.05560775610799342,0.23556002440370508,0.41551093875917605
156,04011,527000.0,473299.68139486323,521796.97108546045,570294.2607760577,-0.101898137770658,-0.009872920141441272,0.08215229748777557
157,04043,641950.0,692907.0725135789,799132.8584265999,907845.8419211549,0.0793785692243616,0.2448521822986212,0.414200236655744
158,04046,849900.0,1604442.351378961,2461346.473087553,3317647.262125427,0.8878013311906824,1.8960424439199353,2.9035736699910895
159,04064,449500.0,962828.3999287778,12955664.20818273,427017843.7221174,1.1419986650250897,27.82238978461119,948.9840794707841
160,04072,405000.0,416404.7304346938,388606.774828038,362631.9295495294,0.02815982823381186,-0.04047709919002962,-0.10461251963079163
161,04073,275000.0,296295.95285657095,346935.9701690039,397575.5362262904,0.0774398285693489,0.261585346069105,0.44572922264105597
162,04074,632450.0,692499.4005506285,884324.2948036682,1075633.5856485835,0.09494726942940714,0.3982517112873242,0.7007409054448311
163,04090,514700.0,598289.8447762295,770660.3921011721,943030.9394261148,0.1624049830507664,0.4973001595126717,0.832195335974577
164,04101,717250.0,794044.8266662608,952436.6870990465,1110828.5475318325,0.10706842337575578,0.32790057455426497,0.5487327257327744
165,04105,649900.0,624920.2474479725,621732.069925396,616861.0205464384,-0.0384363018187836,-0.043341945029395285,-0.05083702023936235
166,04210,293000.0,256386.62018964058,348793.58313147124,441200.5500822567,-0.12496034064969085,0.19042178543164245,0.5058039251954154
167,04330,259950.0,289480.2496098301,381133.3423593243,472314.6899295295,0.11359972921650352,0.4661794281951309,0.8169443736469687
168,04345,329950.0,393322.1316064334,468818.5542871166,549078.4955426772,0.1920658633321213,0.4208775701988684,0.664126369276185
169,04401,268750.0,269204.8045750967,307886.95027370355,346569.0959723104,0.0016922960933830676,0.14562586148354809,0.2895594268737131
170,04426,195000.0,273307.6175732923,381320.1099138623,489332.6022544324,0.4015775260168835,0.9554877431480119,1.5093979602791405
171,04441,400000.0,495932.36149338813,669023.7086129646,842115.0557325411,0.23983090373347032,0.6725592715324115,1.1052876393313529
172,04605,337000.0,474405.604547659,639667.9757751424,804930.3470026259,0.40773176423637686,0.8981245571962684,1.38851735015616
173,04609,710000.0,819127.8220580071,1037784.1142198626,1256467.2606529624,0.15370115782817903,0.46166776650684876,0.7696721981027639
174,04631,324950.0,474373.94573091535,779161.7515976281,1084026.3135751896,0.4598367309768129,1.3977896648642194,2.3359788077402355
175,04652,311950.0,324415.36362625216,453333.0577307205,580354.2611570094,0.03995949231047335,0.4532234580244286,0.8604079537009437
176,04654,319000.0,388609.133374361,561071.951392282,721953.9704598001,0.21821044944940743,0.7588462426090345,1.2631785907830724
177,04730,139900.0,179662.11502338763,257989.77921289398,335383.5028020156,0.2842181202529494,0.8441013524867332,1.3973088120229848
178,04736,167450.0,166519.0226955477,232979.09722748262,299264.9311156016,-0.005559733081232025,0.3913353074200216,0.7871897946587137
179,04743,225000.0,276072.5164105577,385053.48120488896,494034.4459992202,0.22698896182470102,0.7113488053550621,1.1957086488854232
180,04756,155000.0,226977.31871124133,298330.5294505321,369683.74018982303,0.4643697981370408,0.9247130932292394,1.3850563883214388
181,04769,154450.0,168898.52449316514,194211.74517706927,219524.9658609734,0.0935482323934292,0.257440888164903,0.42133354393637684
182,04849,415000.0,524404.7200110919,509175.3567292619,497399.29326629714,0.2636258313520287,0.22692857043195644,0.19855251389469192
183,04856,487500.0,503900.2227264043,388866.4809884635,278143.9789699508,0.03364148251570116,-0.2023251672031518,-0.4294482482667676
184,04863,547000.0,704653.0120719463,925535.9945303461,1146418.9769887456,0.2882139160364649,0.6920219278434115,1.0958299396503577
185,04901,205500.0,200436.27514029932,235674.6607283314,270913.04631636344,-0.024640996884188242,0.146835332011345,0.31831166090687807
186,04915,399000.0,395856.40953676903,441287.0810806782,486245.40872402303,-0.007878672840177866,0.1059826593500707,0.21866017224065923
187,04947,489500.0,527240.9191424821,738024.4550010385,940000.216652231,0.07710095841160798,0.5077108375914985,0.9203273067461308
188,04970,482000.0,538587.4770207749,698863.708482759,854238.9192402463,0.1174014046074167,0.4499247063957655,0.7722799154361957
189,05143,320000.0,527272.5810486954,685883.5517698406,895160.3393077604,0.6477268157771731,1.143386099280752,1.797376060336751
190,05149,510000.0,199326.36138923076,-4668462.2850522455,-121592336.29011488,-0.6091639972760181,-10.1538476177495,-239.4163456668919
191,05156,225000.0,255372.46161309176,346613.6808447978,437854.9000765039,0.13498871828040782,0.5405052481991014,0.9460217781177952
192,05201,184950.0,181574.5547483889,201203.51979219346,219917.1218516409,-0.018250582598600112,0.0878806152592239,0.18906256745953445
193,05301,311400.0,387896.94480550784,498813.9091059568,609730.8734064058,0.24565492872674322,0.6018429964866949,0.9580310642466467
194,05356,159500.0,894917.5683106788,47566418.54724367,4037599121.420233,4.610768453358488,297.2220598573271,25313.101074735
195,05363,774500.0,811519.5940233291,1171145.5231255991,1475674.709786275,0.047798055549811605,0.5121310821505476,0.9053256420739508
196,05403,562500.0,612202.9159954201,763849.8078621912,913479.0590244893,0.08836073954741347,0.35795521397722885,0.623962771599092
197,05446,443997.5,469522.47937006905,522947.7120481571,575996.5567285778,0.05748901597434456,0.1778167941219424,0.2972968467808441
198,05464,110000.0,77861.44468851444,-37122.210424708275,-148926.44347284932,-0.2921686846498687,-1.3374746402246205,-2.3538767588440845
199,05478,354700.0,432453.13296252076,533070.7381274377,633688.3432923546,0.21920815608266353,0.5028777505707293,0.7865473450587951
200,05641,232000.0,328175.18334365555,383201.31061638024,439278.93714224396,0.41454820406748083,0.65172978713957,0.8934436945786377
201,05672,917000.0,1069666.3476822076,1350069.243245556,1630472.1388089042,0.16648456671996464,0.47226744083484845,0.778050314949732
202,05701,247000.0,214080.34843907045,257429.4063830635,299835.4117087363,-0.1332779415422249,0.042224317340338054,0.2139085494280823
203,05751,520000.0,1937582.5079210561,3670676.008346842,5403836.132215677,2.7261202075404927,6.058992323743928,9.391992561953225
204,06001,597000.0,677673.7136304216,897879.3276127054,1118084.9415949893,0.13513184862717179,0.5039854733881163,0.8728390981490608
205,06002,292450.0,294973.32295106904,330092.3437839494,365581.277235182,0.00862822004126874,0.12871377597520733,0.25006420665133183
206,06010,257500.0,255606.96246828738,287655.4579581509,319703.95344801433,-0.007351602064903364,0.11710857459476073,0.2415687512544246
207,06013,479950.0,436488.92410912283,423245.3307280432,410001.7373469636,-0.0905533407456551,-0.1181470346326842,-0.1457407285197133
208,06019,612500.0,864283.6538250006,1295478.7258905738,1726673.797956147,0.4110753531836745,1.115067307576447,1.8190592619692196
209,06029,325000.0,353050.86670694523,508431.6406185933,763911.9382972765,0.08631035909829303,0.5644050480572103,1.3504982716839278
210,06032,444949.5,531730.3931300135,694430.8432536254,857131.2933772373,0.19503537621688188,0.5606958615609758,0.9263563469050696
211,06033,699900.0,920545.8668926295,1384080.4849951176,1847615.1030976058,0.3152534174776819,0.9775403414703782,1.6398272654630743
212,06037,360000.0,394502.1096196539,467076.12387809023,539346.2839136319,0.0958391933879275,0.29743367743913957,0.4981841219823109
213,06040,249000.0,274864.4565162116,326181.83100944443,377499.20550267724,0.10387331934221535,0.3099671928090138,0.5160610662758123
214,06042,237400.0,264944.470283283,328711.10300232604,391792.5600491259,0.1160255698537615,0.38462975148410294,0.6503477676879778
215,06051,191250.0,249203.23366109206,347343.8244537621,444986.78209639655,0.3030234439795663,0.8161768598889522,1.3267282723994591
216,06053,237450.0,260099.3387379555,332055.8556063219,404012.3724746883,0.09538571799518,0.398424323463137,0.7014629289310941
217,06057,449900.0,617414.7228573143,767063.9950775212,919212.6317144315,0.37233768138989615,0.70496553695826,1.0431487702032263
218,06062,224900.0,241828.52883649754,267414.95015777985,293001.37147906213,0.07527135987771251,0.1890393515241434,0.3028073431705742
219,06066,269900.0,352854.6053721659,465756.5045596743,578658.4037471828,0.3073531136427044,0.7256632254897158,1.1439733373367278
220,06067,336950.0,365254.00032230915,430615.58756076475,495997.73182449775,0.08400059451642423,0.2779806723868964,0.47202175938417495
221,06068,2020000.0,3725158.721603635,6651713.074040257,9580997.57287907,0.8441379809918984,2.292927264376365,3.7430681053856785
222,06069,775000.0,955969.1932674291,1253127.9077241744,1548124.6326830583,0.2335086364741021,0.6169392357731283,0.9975801712039462
223,06070,358700.0,314548.9050571018,252303.35937227632,192820.6837428472,-0.12308640909645441,-0.2966173421458703,-0.4624458217372534
224,06071,599900.0,707229.943520122,987871.5233812465,1268513.1032423715,0.1789130580432105,0.6467269934676554,1.114540928892101
